tax_assessment_year,neighbourhood_name,distance_to_beach_km,age_at_assessment,is_strata,annual_precip_mm,annual_temp_c,price_cad
2023,Mount Pleasant,3.31,11,1,1048.0,10.3,776000.0
2023,Mount Pleasant,3.31,11,1,1048.0,10.3,1235000.0
2023,Renfrew-Collingwood,7.85,18,1,1048.0,10.3,607000.0
2023,Mount Pleasant,3.31,11,1,1048.0,10.3,863000.0
2023,West End,0.57,9,1,1048.0,10.3,651000.0
2023,Fairview,1.75,31,1,1048.0,10.3,1077000.0
2023,Fairview,1.75,37,1,1048.0,10.3,1606000.0
2023,Fairview,1.75,34,1,1048.0,10.3,682700.0
2023,Fairview,1.75,64,0,1048.0,10.3,2659200.0
2023,Fairview,1.75,34,1,1048.0,10.3,2098000.0
2023,Fairview,1.75,40,1,1048.0,10.3,1320000.0
2023,Fairview,1.75,39,1,1048.0,10.3,500000.0
2023,Downtown,1.43,10,1,1048.0,10.3,812000.0
2023,Mount Pleasant,3.31,11,1,1048.0,10.3,687000.0
2023,Downtown,1.43,10,1,1048.0,10.3,959000.0
2023,Mount Pleasant,3.31,11,1,1048.0,10.3,542000.0
2023,Downtown,1.43,7,1,1048.0,10.3,677000.0
2023,Downtown,1.43,7,1,1048.0,10.3,1275000.0
2023,Downtown,1.43,7,1,1048.0,10.3,663000.0
2023,Downtown,1.43,7,1,1048.0,10.3,860000.0
2023,Downtown,1.43,7,1,1048.0,10.3,743000.0
2023,Downtown,1.43,7,1,1048.0,10.3,715000.0
2023,Downtown,1.43,7,1,1048.0,10.3,621000.0
2023,Downtown,1.43,7,1,1048.0,10.3,2140000.0
2023,Downtown,1.43,7,1,1048.0,10.3,1708000.0
2023,Fairview,1.75,38,1,1048.0,10.3,1146000.0
2023,Fairview,1.75,27,1,1048.0,10.3,748000.0
2023,Fairview,1.75,37,1,1048.0,10.3,1393921.0
2023,Fairview,1.75,47,1,1048.0,10.3,1471000.0
2023,Fairview,1.75,37,1,1048.0,10.3,1181000.0
2023,Fairview,1.75,22,1,1048.0,10.3,30500.0
2023,Fairview,1.75,47,1,1048.0,10.3,1420300.0
2023,Kitsilano,0.92,35,1,1048.0,10.3,2084000.0
2023,Kitsilano,0.92,33,1,1048.0,10.3,1039000.0
2023,Kitsilano,0.92,15,0,1048.0,10.3,4419000.0
2023,Kitsilano,0.92,56,1,1048.0,10.3,620200.0
2023,Kitsilano,0.92,103,0,1048.0,10.3,4157000.0
2023,Kitsilano,0.92,48,1,1048.0,10.3,694300.0
2023,Fairview,1.75,41,1,1048.0,10.3,1267200.0
2023,Fairview,1.75,31,1,1048.0,10.3,986000.0
2023,Fairview,1.75,38,1,1048.0,10.3,604400.0
2023,Fairview,1.75,41,1,1048.0,10.3,452100.0
2023,Fairview,1.75,21,1,1048.0,10.3,567000.0
2023,Fairview,1.75,25,1,1048.0,10.3,646000.0
2023,Fairview,1.75,25,1,1048.0,10.3,1231000.0
2023,Arbutus Ridge,3.05,15,1,1048.0,10.3,2127000.0
2023,West End,0.57,9,1,1048.0,10.3,580000.0
2023,Mount Pleasant,3.31,7,1,1048.0,10.3,832000.0
2023,Mount Pleasant,3.31,7,1,1048.0,10.3,883000.0
2023,Downtown,1.43,7,1,1048.0,10.3,959000.0
2023,Downtown,1.43,7,1,1048.0,10.3,1093000.0
2023,Killarney,10.0,2,1,1048.0,10.3,714000.0
2023,Renfrew-Collingwood,7.85,4,1,1048.0,10.3,788000.0
2023,Downtown,1.43,7,1,1048.0,10.3,739000.0
2023,Kensington-Cedar Cottage,5.89,9,1,1048.0,10.3,1442000.0
2023,Renfrew-Collingwood,7.85,4,1,1048.0,10.3,660000.0
2023,Downtown,1.43,7,1,1048.0,10.3,645000.0
2023,Downtown,1.43,7,1,1048.0,10.3,1037000.0
2023,Kensington-Cedar Cottage,5.89,2,1,1048.0,10.3,620000.0
2023,Fairview,1.75,28,1,1048.0,10.3,2445000.0
2023,Fairview,1.75,29,1,1048.0,10.3,522480.0
2023,Fairview,1.75,41,1,1048.0,10.3,1139400.0
2023,Fairview,1.75,52,1,1048.0,10.3,107500.0
2023,Hastings-Sunrise,6.96,29,1,1048.0,10.3,312000.0
2023,Renfrew-Collingwood,7.85,13,0,1048.0,10.3,1958000.0
2023,Hastings-Sunrise,6.96,25,0,1048.0,10.3,1920000.0
2023,Hastings-Sunrise,6.96,29,1,1048.0,10.3,295000.0
2023,Hastings-Sunrise,6.96,50,0,1048.0,10.3,1727600.0
2023,Hastings-Sunrise,6.96,68,0,1048.0,10.3,1684400.0
2023,Hastings-Sunrise,6.96,29,1,1048.0,10.3,266000.0
2023,Hastings-Sunrise,6.96,55,0,1048.0,10.3,2034000.0
2023,Hastings-Sunrise,6.96,47,0,1048.0,10.3,1967000.0
2023,Hastings-Sunrise,6.96,29,1,1048.0,10.3,290000.0
2023,Hastings-Sunrise,6.96,55,0,1048.0,10.3,2025800.0
2023,Downtown,1.43,27,1,1048.0,10.3,601000.0
2023,Downtown,1.43,29,1,1048.0,10.3,318000.0
2023,Downtown,1.43,24,1,1048.0,10.3,199900.0
2023,Downtown,1.43,48,1,1048.0,10.3,1042643.0
2023,West End,0.57,42,1,1048.0,10.3,1999000.0
2023,Downtown,1.43,21,1,1048.0,10.3,618000.0
2023,Downtown,1.43,21,1,1048.0,10.3,516000.0
2023,Downtown,1.43,113,1,1048.0,10.3,1513465.0
2023,Downtown,1.43,15,1,1048.0,10.3,911000.0
2023,Downtown,1.43,21,1,1048.0,10.3,489000.0
2023,Downtown,1.43,21,1,1048.0,10.3,802000.0
2023,Downtown,1.43,21,1,1048.0,10.3,827000.0
2023,Downtown,1.43,25,1,1048.0,10.3,1493000.0
2023,Downtown,1.43,33,1,1048.0,10.3,374300.0
2023,Downtown,1.43,28,1,1048.0,10.3,671000.0
2023,Oakridge,5.77,2,1,1048.0,10.3,1560000.0
2023,Oakridge,5.77,7,1,1048.0,10.3,1230000.0
2023,Downtown,1.43,2,1,1048.0,10.3,1808000.0
2023,Fairview,1.75,52,1,1048.0,10.3,119800.0
2023,Kitsilano,0.92,47,1,1048.0,10.3,689800.0
2023,Kitsilano,0.92,48,1,1048.0,10.3,952800.0
2023,Downtown,1.43,4,1,1048.0,10.3,694000.0
2023,Downtown,1.43,4,1,1048.0,10.3,2566000.0
2023,Fairview,1.75,22,1,1048.0,10.3,30500.0
2023,Fairview,1.75,38,1,1048.0,10.3,746540.0
2023,Fairview,1.75,40,1,1048.0,10.3,1117758.0
2023,Fairview,1.75,37,1,1048.0,10.3,589253.0
2023,Fairview,1.75,23,1,1048.0,10.3,1951000.0
2023,Fairview,1.75,32,1,1048.0,10.3,842000.0
2023,Fairview,1.75,18,1,1048.0,10.3,1367000.0
2023,Fairview,1.75,18,1,1048.0,10.3,1163000.0
2023,Fairview,1.75,32,1,1048.0,10.3,1406000.0
2023,Fairview,1.75,18,1,1048.0,10.3,1148000.0
2023,Fairview,1.75,29,1,1048.0,10.3,789000.0
2023,Fairview,1.75,52,1,1048.0,10.3,110600.0
2023,Fairview,1.75,52,1,1048.0,10.3,109000.0
2023,Fairview,1.75,50,1,1048.0,10.3,639200.0
2023,Fairview,1.75,49,1,1048.0,10.3,940100.0
2023,Fairview,1.75,33,1,1048.0,10.3,738000.0
2023,Fairview,1.75,31,1,1048.0,10.3,630000.0
2023,Fairview,1.75,43,1,1048.0,10.3,573700.0
2023,Renfrew-Collingwood,7.85,47,0,1048.0,10.3,1546900.0
2023,Renfrew-Collingwood,7.85,8,0,1048.0,10.3,2477000.0
2023,Renfrew-Collingwood,7.85,46,0,1048.0,10.3,1521000.0
2023,Renfrew-Collingwood,7.85,28,0,1048.0,10.3,2282000.0
2023,Renfrew-Collingwood,7.85,35,0,1048.0,10.3,1700000.0
2023,Renfrew-Collingwood,7.85,6,0,1048.0,10.3,2136000.0
2023,Renfrew-Collingwood,7.85,29,0,1048.0,10.3,2094000.0
2023,Renfrew-Collingwood,7.85,38,0,1048.0,10.3,1854000.0
2023,Renfrew-Collingwood,7.85,85,0,1048.0,10.3,1457700.0
2023,Renfrew-Collingwood,7.85,15,0,1048.0,10.3,2009000.0
2023,Renfrew-Collingwood,7.85,34,0,1048.0,10.3,1612000.0
2023,Renfrew-Collingwood,7.85,76,0,1048.0,10.3,2843000.0
2023,Grandview-Woodland,5.05,9,1,1048.0,10.3,1523000.0
2023,Killarney,10.0,8,1,1048.0,10.3,586000.0
2023,Killarney,10.0,8,1,1048.0,10.3,538000.0
2023,Mount Pleasant,3.31,6,1,1048.0,10.3,778000.0
2023,Killarney,10.0,8,1,1048.0,10.3,1099000.0
2023,Killarney,10.0,8,1,1048.0,10.3,615000.0
2023,Mount Pleasant,3.31,2,1,1048.0,10.3,661000.0
2023,Mount Pleasant,3.31,6,1,1048.0,10.3,1043000.0
2023,Kensington-Cedar Cottage,5.89,8,1,1048.0,10.3,555000.0
2023,Killarney,10.0,8,1,1048.0,10.3,602000.0
2023,Downtown,1.43,24,1,1048.0,10.3,481000.0
2023,Downtown,1.43,24,1,1048.0,10.3,588000.0
2023,Downtown,1.43,18,1,1048.0,10.3,611000.0
2023,Downtown,1.43,27,1,1048.0,10.3,695000.0
2023,Downtown,1.43,20,1,1048.0,10.3,692000.0
2023,Downtown,1.43,18,1,1048.0,10.3,695000.0
2023,Downtown,1.43,113,1,1048.0,10.3,252000.0
2023,Downtown,1.43,8,1,1048.0,10.3,359000.0
2023,Fairview,1.75,17,1,1048.0,10.3,1276000.0
2023,Kensington-Cedar Cottage,5.89,17,1,1048.0,10.3,1339000.0
2023,Killarney,10.0,5,1,1048.0,10.3,1156000.0
2023,Downtown,1.43,18,1,1048.0,10.3,701000.0
2023,Renfrew-Collingwood,7.85,2,1,1048.0,10.3,1183000.0
2023,Kensington-Cedar Cottage,5.89,10,1,1048.0,10.3,1117000.0
2023,Downtown,1.43,11,1,1048.0,10.3,1143000.0
2023,Kitsilano,0.92,39,1,1048.0,10.3,1583000.0
2023,Kitsilano,0.92,38,1,1048.0,10.3,510600.0
2023,Kitsilano,0.92,38,1,1048.0,10.3,508600.0
2023,Kitsilano,0.92,36,1,1048.0,10.3,885000.0
2023,Kitsilano,0.92,111,0,1048.0,10.3,2691000.0
2023,Kitsilano,0.92,33,1,1048.0,10.3,776000.0
2023,Kitsilano,0.92,30,1,1048.0,10.3,789916.0
2023,Kitsilano,0.92,26,1,1048.0,10.3,774000.0
2023,Kerrisdale,5.6,62,0,1048.0,10.3,3742000.0
2023,Kerrisdale,5.6,68,0,1048.0,10.3,3747000.0
2023,Fairview,1.75,85,0,1048.0,10.3,4341300.0
2023,Fairview,1.75,36,1,1048.0,10.3,1132000.0
2023,Kerrisdale,5.6,86,0,1048.0,10.3,4101000.0
2023,Downtown,1.43,28,1,1048.0,10.3,861000.0
2023,Downtown,1.43,34,1,1048.0,10.3,1015000.0
2023,Downtown,1.43,34,1,1048.0,10.3,1108000.0
2023,Downtown,1.43,29,1,1048.0,10.3,1200000.0
2023,Downtown,1.43,29,1,1048.0,10.3,1738000.0
2023,Downtown,1.43,29,1,1048.0,10.3,698000.0
2023,Downtown,1.43,26,1,1048.0,10.3,264000.0
2023,Downtown,1.43,28,1,1048.0,10.3,494000.0
2023,Downtown,1.43,25,1,1048.0,10.3,995000.0
2023,Downtown,1.43,24,1,1048.0,10.3,663000.0
2023,Downtown,1.43,25,1,1048.0,10.3,463000.0
2023,Downtown,1.43,58,0,1048.0,10.3,4249200.0
2023,Downtown,1.43,20,1,1048.0,10.3,1022000.0
2021,Downtown,1.43,15,1,1140.4,10.6,612000.0
2021,Kensington-Cedar Cottage,5.89,66,0,1140.4,10.6,1634400.0
2023,Killarney,10.0,8,1,1048.0,10.3,550000.0
2023,Hastings-Sunrise,6.96,8,1,1048.0,10.3,667000.0
2023,Hastings-Sunrise,6.96,8,1,1048.0,10.3,650000.0
2023,Downtown,1.43,113,1,1048.0,10.3,2096000.0
2023,Arbutus Ridge,3.05,2,1,1048.0,10.3,1513000.0
2023,Downtown,1.43,15,1,1048.0,10.3,1327000.0
2023,Hastings-Sunrise,6.96,15,1,1048.0,10.3,583400.0
2023,Downtown,1.43,15,1,1048.0,10.3,741000.0
2023,Downtown,1.43,15,1,1048.0,10.3,2398000.0
2023,Mount Pleasant,3.31,6,1,1048.0,10.3,1485000.0
2023,Downtown,1.43,23,1,1048.0,10.3,600000.0
2023,Downtown,1.43,23,1,1048.0,10.3,857000.0
2023,Downtown,1.43,37,1,1048.0,10.3,1542000.0
2023,Downtown,1.43,26,1,1048.0,10.3,1047000.0
2023,Downtown,1.43,29,1,1048.0,10.3,892000.0
2023,Downtown,1.43,111,1,1048.0,10.3,555300.0
2023,Downtown,1.43,28,1,1048.0,10.3,1606000.0
2023,Downtown,1.43,28,1,1048.0,10.3,2133000.0
2023,Downtown,1.43,19,1,1048.0,10.3,910000.0
2023,Downtown,1.43,26,1,1048.0,10.3,712000.0
2023,Fairview,1.75,41,1,1048.0,10.3,1318000.0
2023,Downtown,1.43,15,1,1048.0,10.3,1941000.0
2023,Mount Pleasant,3.31,10,1,1048.0,10.3,588000.0
2023,Mount Pleasant,3.31,10,1,1048.0,10.3,690000.0
2023,Downtown,1.43,15,1,1048.0,10.3,1126000.0
2023,Downtown,1.43,15,1,1048.0,10.3,1087000.0
2023,Mount Pleasant,3.31,6,1,1048.0,10.3,872000.0
2023,Fairview,1.75,41,1,1048.0,10.3,595200.0
2023,Fairview,1.75,38,1,1048.0,10.3,612900.0
2023,Fairview,1.75,18,1,1048.0,10.3,994000.0
2023,Fairview,1.75,18,1,1048.0,10.3,1257000.0
2023,Fairview,1.75,18,1,1048.0,10.3,1885000.0
2023,Fairview,1.75,18,1,1048.0,10.3,1429000.0
2023,Fairview,1.75,18,1,1048.0,10.3,2036000.0
2023,Kitsilano,0.92,93,0,1048.0,10.3,2467200.0
2023,Fairview,1.75,34,1,1048.0,10.3,885000.0
2023,Fairview,1.75,46,1,1048.0,10.3,1170000.0
2023,Mount Pleasant,3.31,6,1,1048.0,10.3,1323000.0
2023,Mount Pleasant,3.31,6,1,1048.0,10.3,2650000.0
2023,Downtown,1.43,15,1,1048.0,10.3,782000.0
2023,Kitsilano,0.92,13,1,1048.0,10.3,731000.0
2023,Killarney,10.0,8,1,1048.0,10.3,988000.0
2023,Downtown,1.43,14,1,1048.0,10.3,595000.0
2023,Kitsilano,0.92,13,1,1048.0,10.3,989000.0
2023,Mount Pleasant,3.31,6,1,1048.0,10.3,594000.0
2023,Mount Pleasant,3.31,6,1,1048.0,10.3,854000.0
2023,Downtown,1.43,14,1,1048.0,10.3,603000.0
2023,Downtown,1.43,14,1,1048.0,10.3,473000.0
2023,Downtown,1.43,24,1,1048.0,10.3,625000.0
2023,Downtown,1.43,24,1,1048.0,10.3,741000.0
2023,Downtown,1.43,18,1,1048.0,10.3,643000.0
2023,Downtown,1.43,19,1,1048.0,10.3,663000.0
2023,Downtown,1.43,25,1,1048.0,10.3,453000.0
2021,Kensington-Cedar Cottage,5.89,41,0,1140.4,10.6,1434000.0
2023,Kitsilano,0.92,27,1,1048.0,10.3,1883000.0
2021,Renfrew-Collingwood,7.85,25,0,1140.4,10.6,1356000.0
2023,Downtown,1.43,11,1,1048.0,10.3,466000.0
2023,Marpole,7.34,9,1,1048.0,10.3,1077000.0
2023,Downtown,1.43,15,1,1048.0,10.3,1722000.0
2023,Renfrew-Collingwood,7.85,11,1,1048.0,10.3,460000.0
2023,Downtown,1.43,15,1,1048.0,10.3,1723000.0
2023,Kensington-Cedar Cottage,5.89,4,1,1048.0,10.3,1448000.0
2023,Downtown,1.43,11,1,1048.0,10.3,500000.0
2023,Mount Pleasant,3.31,11,1,1048.0,10.3,1185000.0
2023,Kitsilano,0.92,15,0,1048.0,10.3,4386000.0
2023,Kitsilano,0.92,5,0,1048.0,10.3,4500000.0
2023,Kitsilano,0.92,115,0,1048.0,10.3,1965000.0
2023,Kitsilano,0.92,107,0,1048.0,10.3,2470100.0
2023,Kitsilano,0.92,93,0,1048.0,10.3,2610000.0
2023,Kitsilano,0.92,109,0,1048.0,10.3,2700000.0
2023,Kitsilano,0.92,94,0,1048.0,10.3,2958000.0
2023,Kitsilano,0.92,3,0,1048.0,10.3,3952000.0
2023,Kitsilano,0.92,81,0,1048.0,10.3,3258100.0
2023,Kitsilano,0.92,21,1,1048.0,10.3,1856000.0
2023,Kitsilano,0.92,11,0,1048.0,10.3,4219000.0
2023,Kitsilano,0.92,94,0,1048.0,10.3,2781000.0
2023,Downtown,1.43,20,1,1048.0,10.3,993000.0
2023,Downtown,1.43,18,1,1048.0,10.3,658000.0
2023,Downtown,1.43,18,1,1048.0,10.3,661000.0
2023,Downtown,1.43,24,1,1048.0,10.3,1076463.0
2023,Downtown,1.43,24,1,1048.0,10.3,699000.0
2023,Downtown,1.43,18,1,1048.0,10.3,687000.0
2023,Downtown,1.43,21,1,1048.0,10.3,602000.0
2023,Downtown,1.43,21,1,1048.0,10.3,669000.0
2023,Downtown,1.43,28,1,1048.0,10.3,877000.0
2023,Downtown,1.43,33,1,1048.0,10.3,962261.0
2023,Downtown,1.43,25,1,1048.0,10.3,671000.0
2023,Downtown,1.43,28,1,1048.0,10.3,886000.0
2023,Downtown,1.43,25,1,1048.0,10.3,1221000.0
2021,West End,0.57,24,1,1140.4,10.6,713000.0
2023,Kitsilano,0.92,27,1,1048.0,10.3,878000.0
2023,Kitsilano,0.92,28,1,1048.0,10.3,594000.0
2023,Kitsilano,0.92,27,1,1048.0,10.3,675000.0
2023,Kitsilano,0.92,27,1,1048.0,10.3,646000.0
2023,Kitsilano,0.92,28,1,1048.0,10.3,545528.0
2023,Kitsilano,0.92,27,1,1048.0,10.3,519000.0
2023,Kitsilano,0.92,27,1,1048.0,10.3,658000.0
2023,Kitsilano,0.92,27,1,1048.0,10.3,635000.0
2023,Kitsilano,0.92,91,0,1048.0,10.3,3476000.0
2023,Kitsilano,0.92,40,0,1048.0,10.3,2609000.0
2023,Dunbar-Southlands,3.76,11,0,1048.0,10.3,3598000.0
2023,Kitsilano,0.92,92,0,1048.0,10.3,2621000.0
2023,Dunbar-Southlands,3.76,78,0,1048.0,10.3,1976300.0
2023,Kitsilano,0.92,25,1,1048.0,10.3,536800.0
2023,Kitsilano,0.92,27,1,1048.0,10.3,653000.0
2023,Kitsilano,0.92,25,1,1048.0,10.3,536800.0
2023,Kitsilano,0.92,56,0,1048.0,10.3,4138300.0
2023,Kitsilano,0.92,28,1,1048.0,10.3,710000.0
2023,Kitsilano,0.92,29,1,1048.0,10.3,992000.0
2023,Kitsilano,0.92,24,1,1048.0,10.3,647000.0
2023,Kitsilano,0.92,34,1,1048.0,10.3,769000.0
2023,Kitsilano,0.92,50,1,1048.0,10.3,598300.0
2023,Dunbar-Southlands,3.76,86,0,1048.0,10.3,2095200.0
2023,Kitsilano,0.92,33,1,1048.0,10.3,2305000.0
2023,Kitsilano,0.92,101,1,1048.0,10.3,730000.0
2023,Dunbar-Southlands,3.76,35,0,1048.0,10.3,3654000.0
2023,Dunbar-Southlands,3.76,93,0,1048.0,10.3,1880200.0
2023,Dunbar-Southlands,3.76,77,0,1048.0,10.3,3800000.0
2023,Kitsilano,0.92,77,0,1048.0,10.3,2812900.0
2021,Arbutus Ridge,3.05,58,0,1140.4,10.6,2637000.0
2023,Kitsilano,0.92,23,1,1048.0,10.3,876000.0
2023,Kitsilano,0.92,56,1,1048.0,10.3,633600.0
2023,Kitsilano,0.92,34,1,1048.0,10.3,704000.0
2023,Kitsilano,0.92,103,0,1048.0,10.3,2750000.0
2023,Kitsilano,0.92,56,1,1048.0,10.3,513900.0
2023,Kitsilano,0.92,103,1,1048.0,10.3,1590000.0
2023,Kitsilano,0.92,99,1,1048.0,10.3,1194000.0
2023,Kitsilano,0.92,102,0,1048.0,10.3,2536000.0
2023,Kitsilano,0.92,95,0,1048.0,10.3,2883000.0
2023,Kitsilano,0.92,113,0,1048.0,10.3,2391100.0
2023,Kitsilano,0.92,47,1,1048.0,10.3,503400.0
2023,West End,0.57,32,1,1048.0,10.3,1682000.0
2023,Downtown,1.43,24,1,1048.0,10.3,509000.0
2023,Downtown,1.43,26,1,1048.0,10.3,610000.0
2023,West End,0.57,20,0,1048.0,10.3,1874000.0
2023,West End,0.57,25,1,1048.0,10.3,630000.0
2023,Fairview,1.75,10,1,1048.0,10.3,1547000.0
2023,Mount Pleasant,3.31,14,1,1048.0,10.3,776000.0
2023,Renfrew-Collingwood,7.85,7,1,1048.0,10.3,769000.0
2023,Renfrew-Collingwood,7.85,7,1,1048.0,10.3,1141000.0
2023,Mount Pleasant,3.31,14,1,1048.0,10.3,1577000.0
2023,Renfrew-Collingwood,7.85,5,1,1048.0,10.3,1081000.0
2023,Kitsilano,0.92,24,1,1048.0,10.3,1951000.0
2023,Kitsilano,0.92,51,1,1048.0,10.3,699100.0
2023,Kitsilano,0.92,48,1,1048.0,10.3,603800.0
2023,Dunbar-Southlands,3.76,35,0,1048.0,10.3,2779000.0
2023,Dunbar-Southlands,3.76,94,0,1048.0,10.3,2663000.0
2023,Dunbar-Southlands,3.76,95,0,1048.0,10.3,2611000.0
2023,Dunbar-Southlands,3.76,29,0,1048.0,10.3,2642000.0
2023,Dunbar-Southlands,3.76,97,0,1048.0,10.3,2507200.0
2023,Dunbar-Southlands,3.76,95,0,1048.0,10.3,2820000.0
2023,Dunbar-Southlands,3.76,93,0,1048.0,10.3,3728000.0
2023,Kitsilano,0.92,33,1,1048.0,10.3,2093000.0
2023,Kitsilano,0.92,38,1,1048.0,10.3,662900.0
2023,Kitsilano,0.92,33,1,1048.0,10.3,803000.0
2023,Kitsilano,0.92,30,1,1048.0,10.3,943000.0
2023,Dunbar-Southlands,3.76,29,0,1048.0,10.3,3345000.0
2023,Dunbar-Southlands,3.76,8,0,1048.0,10.3,4089000.0
2023,Dunbar-Southlands,3.76,98,0,1048.0,10.3,2553100.0
2023,Dunbar-Southlands,3.76,99,0,1048.0,10.3,2530700.0
2023,Dunbar-Southlands,3.76,98,0,1048.0,10.3,2905200.0
2023,Dunbar-Southlands,3.76,91,0,1048.0,10.3,3751500.0
2023,Dunbar-Southlands,3.76,52,0,1048.0,10.3,2829000.0
2023,Dunbar-Southlands,3.76,85,0,1048.0,10.3,2510800.0
2023,Dunbar-Southlands,3.76,95,0,1048.0,10.3,2432100.0
2023,Dunbar-Southlands,3.76,40,1,1048.0,10.3,1153000.0
2023,West End,0.57,46,1,1048.0,10.3,727100.0
2023,Downtown,1.43,24,1,1048.0,10.3,716000.0
2023,West End,0.57,113,0,1048.0,10.3,1938000.0
2023,Downtown,1.43,24,1,1048.0,10.3,670000.0
2023,Downtown,1.43,25,1,1048.0,10.3,1041000.0
2023,Kitsilano,0.92,92,0,1048.0,10.3,2903800.0
2023,Kitsilano,0.92,46,1,1048.0,10.3,688400.0
2023,Kerrisdale,5.6,35,0,1048.0,10.3,1850000.0
2023,Downtown,1.43,24,1,1048.0,10.3,256086.0
2023,West End,0.57,29,1,1048.0,10.3,1372000.0
2023,Downtown,1.43,113,0,1048.0,10.3,2376200.0
2023,Downtown,1.43,24,1,1048.0,10.3,793000.0
2023,Downtown,1.43,29,1,1048.0,10.3,1354000.0
2023,Downtown,1.43,25,1,1048.0,10.3,788410.0
2023,Downtown,1.43,24,1,1048.0,10.3,1300000.0
2023,Downtown,1.43,24,1,1048.0,10.3,287000.0
2023,Downtown,1.43,74,0,1048.0,10.3,2135200.0
2023,Downtown,1.43,28,1,1048.0,10.3,863000.0
2023,Downtown,1.43,3,1,1048.0,10.3,751000.0
2023,Dunbar-Southlands,3.76,38,1,1048.0,10.3,824800.0
2023,Dunbar-Southlands,3.76,25,1,1048.0,10.3,1010600.0
2023,Marpole,7.34,9,1,1048.0,10.3,866000.0
2023,Marpole,7.34,7,1,1048.0,10.3,857000.0
2023,Mount Pleasant,3.31,10,1,1048.0,10.3,1328000.0
2023,Downtown,1.43,2,1,1048.0,10.3,2567300.0
2023,Kitsilano,0.92,6,1,1048.0,10.3,1887000.0
2023,Dunbar-Southlands,3.76,21,0,1048.0,10.3,3352000.0
2023,Dunbar-Southlands,3.76,92,0,1048.0,10.3,2549300.0
2023,Dunbar-Southlands,3.76,99,0,1048.0,10.3,2615000.0
2023,Dunbar-Southlands,3.76,96,0,1048.0,10.3,2503500.0
2023,Dunbar-Southlands,3.76,44,0,1048.0,10.3,2614000.0
2023,Dunbar-Southlands,3.76,36,0,1048.0,10.3,3708000.0
2023,Dunbar-Southlands,3.76,10,0,1048.0,10.3,3882000.0
2023,Fairview,1.75,39,1,1048.0,10.3,1204000.0
2023,Fairview,1.75,33,1,1048.0,10.3,1033000.0
2023,Fairview,1.75,33,1,1048.0,10.3,1035000.0
2023,Fairview,1.75,33,1,1048.0,10.3,1009000.0
2023,Fairview,1.75,31,1,1048.0,10.3,1257000.0
2023,Fairview,1.75,45,1,1048.0,10.3,465600.0
2023,Fairview,1.75,37,1,1048.0,10.3,954000.0
2023,Fairview,1.75,49,1,1048.0,10.3,629500.0
2023,Fairview,1.75,39,1,1048.0,10.3,431000.0
2023,Fairview,1.75,39,1,1048.0,10.3,513800.0
2023,Fairview,1.75,49,1,1048.0,10.3,892200.0
2023,Fairview,1.75,48,1,1048.0,10.3,973500.0
2023,Fairview,1.75,42,1,1048.0,10.3,647000.0
2023,Fairview,1.75,51,1,1048.0,10.3,684000.0
2023,Fairview,1.75,52,1,1048.0,10.3,502200.0
2023,Fairview,1.75,52,1,1048.0,10.3,578000.0
2023,Fairview,1.75,32,1,1048.0,10.3,588000.0
2023,Renfrew-Collingwood,7.85,75,0,1048.0,10.3,1660100.0
2023,Renfrew-Collingwood,7.85,34,0,1048.0,10.3,2361000.0
2023,Renfrew-Collingwood,7.85,11,0,1048.0,10.3,3153000.0
2023,Renfrew-Collingwood,7.85,70,1,1048.0,10.3,1351900.0
2023,Downtown,1.43,24,1,1048.0,10.3,674000.0
2023,Downtown,1.43,24,1,1048.0,10.3,316000.0
2023,West End,0.57,32,1,1048.0,10.3,1644000.0
2023,West End,0.57,32,1,1048.0,10.3,1576000.0
2023,West End,0.57,25,1,1048.0,10.3,622000.0
2023,West End,0.57,25,1,1048.0,10.3,501000.0
2023,Downtown,1.43,25,1,1048.0,10.3,695000.0
2023,Downtown,1.43,2,1,1048.0,10.3,2867200.0
2023,Mount Pleasant,3.31,10,1,1048.0,10.3,691000.0
2023,Downtown,1.43,2,1,1048.0,10.3,2307300.0
2023,Riley Park,4.58,6,1,1048.0,10.3,791000.0
2023,Downtown,1.43,15,1,1048.0,10.3,931000.0
2023,Downtown,1.43,15,1,1048.0,10.3,943000.0
2023,Kensington-Cedar Cottage,5.89,6,1,1048.0,10.3,1309000.0
2023,Mount Pleasant,3.31,10,1,1048.0,10.3,703000.0
2023,Downtown,1.43,2,1,1048.0,10.3,768300.0
2023,Downtown,1.43,24,1,1048.0,10.3,949000.0
2023,West End,0.57,30,1,1048.0,10.3,3646000.0
2023,West End,0.57,111,1,1048.0,10.3,636000.0
2023,Downtown,1.43,26,1,1048.0,10.3,581000.0
2023,West End,0.57,42,1,1048.0,10.3,1073649.0
2023,Downtown,1.43,25,1,1048.0,10.3,864000.0
2023,West End,0.57,111,1,1048.0,10.3,536500.0
2023,Downtown,1.43,23,1,1048.0,10.3,803000.0
2023,Downtown,1.43,25,1,1048.0,10.3,921000.0
2023,West End,0.57,49,1,1048.0,10.3,577000.0
2023,West End,0.57,29,1,1048.0,10.3,1044000.0
2023,West End,0.57,27,1,1048.0,10.3,892000.0
2023,West End,0.57,40,1,1048.0,10.3,573200.0
2023,West End,0.57,33,1,1048.0,10.3,1556000.0
2023,West End,0.57,35,1,1048.0,10.3,1033000.0
2023,Downtown,1.43,25,1,1048.0,10.3,793000.0
